Documento,Cantidad,Fecha,Producto,Precio,Total
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,22/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,22/02/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,17.5,17.5
Ticket,,22/02/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,997.5
Ticket,,22/02/2024,,,
PZA,500,,MASTER SERVICIOS XTREME,1,500
Ticket,,22/02/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,997.5
Ticket,,22/02/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,32,32
Ticket,,22/02/2024,,,
PZA,1,,Salsa Casera Herdez. 210g,11,11
PZA,1,,Tang De Jamaica 25gm,6,6
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,22/02/2024,,,
PZA,4,,Servicio Domicilio,5,20
PZA,4,,COCA RETORNABLE 3LTS PAQ 6PZA,197,788
Ticket,,22/02/2024,,,
PZA,3,,Cerillo Clasico Individual,3.5,10.5
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,22/02/2024,,,
PZA,1,,Bombon Individual,1,1
Ticket,,22/02/2024,,,
PZA,4,,Envios De Recargas,1,4
PZA,220,,RECARGAS XTREME (MULTICEL-MINISUPER),1,220
Ticket,,22/02/2024,,,
PZA,0.24,,Queso De Hebra,125,30
,,,,,
Ticket,,22/02/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,498.75
Ticket,,22/02/2024,,,
PZA,1,,Omniplus Sobre Omnilife,21.5,21.5
PZA,1,,Optimus Sobre Omnilife,16.5,16.5
Ticket,,22/02/2024,,,
PZA,1,,Magnus Sobre Omnilife 20g,17,17
Ticket,,22/02/2024,,,
PZA,1,,Jarrito Fresa 2lt,25,25
Ticket,,22/02/2024,,,
PZA,2,,Coca Cola 600ml,19,38
Ticket,,22/02/2024,,,
PZA,2,,Yomi Chocolate 190ml,11,22
PZA,0.32,,Queso De Hebra,125,40
Ticket,,22/02/2024,,,
PZA,1,,Bombonete 55g,12,12
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
PZA,1,,Coca Cola 400ml,14,14
Ticket,,22/02/2024,,,
PZA,1,,Clorets Plus 4pastillas,3,3
Ticket,,22/02/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,22/02/2024,,,
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
Ticket,,22/02/2024,,,
PZA,2,,Bombon Individual,1,2
Ticket,,22/02/2024,,,
PZA,1,,Clorets Plus 4pastillas,3,3
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,22/02/2024,,,
PZA,1,,Cremax De Nieve Chocolate 90g 065600,19,19
PZA,1,,Yoghurt Placer Cookies & Cream 220g 9594,16,16
Ticket,,22/02/2024,,,
PZA,2,,Bolsa Basura Mediana 1pza,5,10
Ticket,,22/02/2024,,,
PZA,8,,Clorets Menta 2.8gr 2Pastillas,1.5,12
PZA,1,,Halls De Miel,8,8
Ticket,,22/02/2024,,,
,,,,,
PZA,1,,Halls Sabor Mora Azul,8,8
Ticket,,22/02/2024,,,
PZA,4,,Vaso Individual del #8 1pza,1,4
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,22/02/2024,,,
PZA,6,,Bombon Individual,1,6
Ticket,,22/02/2024,,,
PZA,4,,Bombon Individual,1,4
Ticket,,22/02/2024,,,
PZA,1,,Kola Loka Brocha 5g,27,27
Ticket,,22/02/2024,,,
PZA,1,,Coca Cola 400ml,14,14
PZA,1,,Nectar Valle Mango Minibrick 250ml,12,12
Ticket,,22/02/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,22/02/2024,,,
PZA,1,,Epura 1 lt,14,14
PZA,1,,Fanta Fresa 600ml,18,18
Ticket,,22/02/2024,,,
PZA,0.16,,Queso De Hebra,125,20
Ticket,,22/02/2024,,,
PZA,1,,Sopa Nissin camaron C/Habanero,15,15
PZA,1,,Nectar Valle Mango Minibrick 250ml,12,12
Ticket,,22/02/2024,,,
PZA,1,,Submarinos Chocolate,22,22
PZA,0.19,,Queso Fresco,108,20
Ticket,,22/02/2024,,,
PZA,4,,Vaso Individual del #8 1pza,1,4
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
Ticket,,22/02/2024,,,
PZA,1,,Sponch 120gr,22,22
PZA,2,,Yomi Chocolate 190ml,11,22
Ticket,,22/02/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
PZA,1,,Mediacrema Lala 480ml,26,26
PZA,0.28,,Queso Fresco,108,30
Ticket,,22/02/2024,,,
PZA,1,,Cheetos Torcido Naranja 52g,14,14
,,,,,
Ticket,,22/02/2024,,,
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,22/02/2024,,,
PZA,1,,Ruffles Queso 185g,53,53
Ticket,,22/02/2024,,,
PZA,1,,Doritos Flamin Hot 62gm,17,17
Ticket,,22/02/2024,,,
PZA,1,,Plato Largo Jaguar 855,27,27
PZA,1,,Mediacrema Lala 480ml,26,26
PZA,0.5,,Queso Fresco,108,54
Ticket,,22/02/2024,,,
PZA,0.24,,Queso De Hebra,125,30
PZA,0.31,,Jamon Rebanado Suly 1kg,65,20
Ticket,,22/02/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,22/02/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,22/02/2024,,,
PZA,6,,Envios De Recargas,1,6
PZA,310,,ICSI Recargas Xtreme,1,310
Ticket,,22/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,22/02/2024,,,
PZA,0.23,,Queso Fresco,108,25
Ticket,,22/02/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,22/02/2024,,,
PZA,1,,Cheetos Poff Azules 41gr,14,14
Ticket,,22/02/2024,,,
PZA,1,,Flan Yoplait 100G 9709,7.5,7.5
PZA,1,,Gelatina Lala General 125gr 020556,7,7
Ticket,,22/02/2024,,,
PZA,2,,HUEVO CRIO CONO 30PZ,64,128
Ticket,,22/02/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,22/02/2024,,,
PZA,1,,Mamut 44g 513700,10,10
Ticket,,22/02/2024,,,
,,,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,22/02/2024,,,
PZA,0.19,,Queso Fresco,108,20
PZA,1,,Mediacrema Lala 480ml,26,26
Ticket,,22/02/2024,,,
PZA,0.46,,Jamon Rebanado Suly 1kg,65,30
PZA,1,,HUEVO CRIO 1/2 CONO,32,32
Ticket,,22/02/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
PZA,1,,Hot Cakes Pronto 500g,39,39
PZA,1,,Ace Accion Instantanea 500g,24.5,24.5
Ticket,,22/02/2024,,,
PZA,1,,Ace Accion Instantanea 250gr,11,11
Ticket,,22/02/2024,,,
PZA,1,,Mantequilla Primavera Barra,22,22
Ticket,,22/02/2024,,,
PZA,1,,Nectar Valle Durazno Minibrick 250ml,12,12
PZA,1,,Chips Sal De Mar 46g,17,17
PZA,1,,chips fuego 62g,20,20
PZA,1,,Sabritas Sal Original 45g,17,17
PZA,1,,Hot Nuts Original 82g,16,16
PZA,1,,Paketaxo Mezcladito Ch 70gr,18,18
Ticket,,22/02/2024,,,
PZA,1,,Doritos Pizzerolas 61g,17,17
Ticket,,22/02/2024,,,
PZA,1,,Nectar Valle Durazno Cristal 413ml,18,18
Ticket,,22/02/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,22/02/2024,,,
PZA,2,,Envios De Recargas,1,2
PZA,115,,RECARGAS XTREME (MULTICEL-MINISUPER),1,115
Ticket,,22/02/2024,,,
PZA,1,,Tkis hexa queso 65gr,16,16
PZA,2,,Canela Sobre,6,12
PZA,1,,XL-3 Extra Gripa y tos Par,12,12
Ticket,,22/02/2024,,,
PZA,1,,Avena Quaker 3min 288gr,20,20
Ticket,,22/02/2024,,,
,,,,,
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,22/02/2024,,,
PZA,1,,Patrona 500 ml,24,24
Ticket,,22/02/2024,,,
PZA,1,,Electrolit Fresa 625 Ml,27,27
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,22/02/2024,,,
PZA,0.41,,Salchijocho Pavo Any Agranel,49,20
PZA,10,,Huevo Crio Individual 1pza,2.5,25
Ticket,,22/02/2024,,,
PZA,1,,Whiskas 1kg,53,53
PZA,1,,Pedigree Cachorro 1kg,56,56
Ticket,,22/02/2024,,,
PZA,1,,QUESO CREMA 1 BARRA,53,53
Ticket,,22/02/2024,,,
PZA,2,,Paleta Corazonada Individual 1pz,1,2
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,22/02/2024,,,
PZA,2,,Envios De Recargas,1,2
PZA,150,,RECARGAS XTREME (MULTICEL-MINISUPER),1,150
Ticket,,23/02/2024,,,
PZA,1,,Nito 1Pza 62g,15,15
Ticket,,23/02/2024,,,
PZA,1,,Manzanilla Sobre 1pza,6,6
Ticket,,23/02/2024,,,
PZA,1,,Ensueño Max F Primavera Zero Enjuague 850ml,24,24
PZA,1,,Fibra Scotch Brite Gigante,20,20
Ticket,,23/02/2024,,,
PZA,1050,,MASTER TMAC MAYOREO RECARGA,0.95,997.5
Ticket,,23/02/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,997.5
Ticket,,23/02/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,997.5
Ticket,,23/02/2024,,,
PZA,500,,MASTER SERVICIOS XTREME,1,500
Ticket,,23/02/2024,,,
PZA,1,,Wildrot 100ml,38,38
Ticket,,23/02/2024,,,
,,,,,
PZA,1,,HUEVO CRIO 1/2 CONO,32,32
Ticket,,23/02/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,997.5
Ticket,,23/02/2024,,,
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,23/02/2024,,,
PZA,1,,Marias Gamesa 1pz,16,16
PZA,3,,Huevo Crio Individual 1pza,3,9
PZA,1,,Fideo #1,9,9
Ticket,,23/02/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,23/02/2024,,,
PZA,0.16,,Queso De Hebra,125,20
Ticket,,23/02/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
PZA,1,,Bolsa Basura Grande 1pza,9,9
Ticket,,23/02/2024,,,
PZA,1,,Leche Nito Bebida Chocolate 236G,13,13
Ticket,,23/02/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,32,32
PZA,0.61,,Salchijocho Pavo Any Agranel,49,30
Ticket,,23/02/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,23/02/2024,,,
PZA,1,,Jamaica bolsa 100gr,21,21
Ticket,,23/02/2024,,,
PZA,1,,Nutrioli 850ml,45,45
Ticket,,23/02/2024,,,
PZA,6,,Servicio Domicilio,5,30
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
PZA,2,,COCA COLA 2.5LT RET PAQ 8PZ,245,490
PZA,1,,JARRITO SURTIDO 3LT PAQ 8PZ,229,229
PZA,1,,FANTA 600ML 3NJA-3FSA-3SIDRAL-3FRESCA PAQ12PZ,179,179
Ticket,,23/02/2024,,,
PZA,4,,Vaso Individual del #8 1pza,1,4
PZA,1,,Valle Frut Citrus 2 Litros 330461,30,30
Ticket,,23/02/2024,,,
,,,,,
PZA,1,,Pan Bimbo blanco Chico 360gr,37,37
PZA,1,,Submarino De Fresa 140g,22,22
Ticket,,23/02/2024,,,
PZA,12,,COPIA OFICIO,2,24
Ticket,,23/02/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,23/02/2024,,,
PZA,1,,Mamut 44g 513700,10,10
PZA,0.5,,Harina Selecta 1kg,22,11
PZA,0.16,,Queso De Hebra,125,20
Ticket,,23/02/2024,,,
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
Ticket,,23/02/2024,,,
PZA,0.15,,Jamon Rebanado Suly 1kg,65,10
Ticket,,23/02/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,23/02/2024,,,
PZA,0.25,,Bolsa Natural 25x35 Para2kg,76,19
Ticket,,23/02/2024,,,
PZA,0.82,,Salchijocho Pavo Any Agranel,49,40
Ticket,,23/02/2024,,,
PZA,6,,Huevo Crio Individual 1pza,3,18
Ticket,,23/02/2024,,,
PZA,2,,Yoghurt Yoplait Fresa 220g 9140,13,26
PZA,0.25,,Salchijocho Pavo Any Agranel,49,12.25
PZA,0.25,,Jamon Rebanado Suly 1kg,65,16.25
Ticket,,23/02/2024,,,
PZA,9,,Clorets Menta 2.8gr 2Pastillas,1.5,13.5
Ticket,,23/02/2024,,,
PZA,1,,Halls Sabor Mora Azul,8,8
Ticket,,23/02/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
Ticket,,23/02/2024,,,
PZA,0.16,,Queso De Hebra,125,20
Ticket,,23/02/2024,,,
PZA,1,,Vive 100 Guarana Azai 500ml,14,14
Ticket,,23/02/2024,,,
PZA,1,,Papel Bond Cuadriculado,5.5,5.5
,,,,,
PZA,1,,Marcador Esterbrook Permanente Negro,29,29
PZA,1,,Marcador Permanente Sharpie Fino,19,19
Ticket,,23/02/2024,,,
PZA,1,,Senzao Guarana 600ml 8330,18,18
PZA,1,,Emperador Senzo Mix 93g 017700,19,19
Ticket,,23/02/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,23/02/2024,,,
PZA,2,,Gel Fix Sobre 15gr,2.5,5
PZA,1,,Leche Nito Bebida Chocolate 236G,13,13
PZA,1,,Canelitas Marinela 120g,21,21
Ticket,,23/02/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,23/02/2024,,,
PZA,1,,Hielo Individual,5,5
Ticket,,23/02/2024,,,
PZA,1,,Paleta cupido vero fresa,3,3
PZA,1,,Ruffles Mega Crunch Jalapeño 50g,17,17
Ticket,,23/02/2024,,,
PZA,1,,Takis Fuego Mas Picante 65g,17,17
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
PZA,1,,Fanta Fresa 600ml,18,18
Ticket,,23/02/2024,,,
PZA,1,,Activia Ciruela Pasa 250g,16,16
Ticket,,23/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,1,,Mini Barritas Fresa Tubo 222g,32,32
Ticket,,23/02/2024,,,
PZA,1,,Jamon De Pavo 196g,38,38
Ticket,,23/02/2024,,,
PZA,1,,Cheetos Flamin Hot 52gr,14,14
PZA,1,,Mantecadas Vainilla C/6pzas 187.5gr,29,29
PZA,1,,Donas 6p Bimbo 158g,22,22
Ticket,,23/02/2024,,,
PZA,2,,Rebanadas Bimbo,8,16
PZA,1,,Pepsi 1.5Lt,23,23
Ticket,,23/02/2024,,,
,,,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
Ticket,,23/02/2024,,,
PZA,1,,Pila Rayovac Triple AAA par,22,22
Ticket,,23/02/2024,,,
PZA,1,,Bolsa individual Naylo Gde 1pz,3,3
PZA,1,,Big Mix Inglesa Limon 75g,16,16
PZA,1,,Salsa Casera Herdez. 210g,11,11
PZA,0.15,,Jamon Rebanado Suly 1kg,65,10
PZA,0.24,,Queso De Hebra,125,30
PZA,2,,Tortillina Tia Rosa 306g,25,50
Ticket,,23/02/2024,,,
PZA,1,,Mamut 44g 513700,10,10
PZA,1,,HUEVO CRIO 1/2 CONO,32,32
PZA,1,,Sabritas Sal Original 45g,17,17
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,4,,TMGN COFFE Cafe De Olla Omnilife,13,52
Ticket,,23/02/2024,,,
PZA,4,,Vaso Individual del #8 1pza,1,4
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,23/02/2024,,,
PZA,1,,IMPRESION A COLORES,4,4
Ticket,,23/02/2024,,,
PZA,1,,Lapiz Mirado 1pz,6,6
Ticket,,23/02/2024,,,
PZA,1,,Yomi Chocolate 190ml,11,11
PZA,3,,Yomi Lala Fresa 190ml,11,33
Ticket,,23/02/2024,,,
PZA,2,,Pedigree Adulto Filete Res 100g,13,26
Ticket,,23/02/2024,,,
PZA,1,,Clorets Plus 4pastillas,3,3
Ticket,,23/02/2024,,,
PZA,0.15,,Jamon Rebanado Suly 1kg,65,10
PZA,0.22,,Queso De Hebra,125,27.5
Ticket,,23/02/2024,,,
PZA,2,,Yakult 80ml,10,20
Ticket,,23/02/2024,,,
,,,,,
PZA,6,,Bombon Individual,1,6
Ticket,,23/02/2024,,,
PZA,0.5,,Queso De Hebra,125,62.5
Ticket,,23/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,1,,Gel Ego Diez 200ml,17,17
Ticket,,23/02/2024,,,
PZA,1,,Peñafiel Twist Con Limon Y Sal 600ml,17,17
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,23/02/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
PZA,1,,PALETA CUPIDO CHAMOY VERO,3,3
PZA,1,,Encendedor Tokay 1pza,13,13
Ticket,,23/02/2024,,,
PZA,1,,Submarino De Fresa 140g,22,22
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,23/02/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,23/02/2024,,,
PZA,1,,Cerillo Clasico Individual,3.5,3.5
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,23/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,1,,Pan Molido Bimbo Clasico 210g,28,28
Ticket,,23/02/2024,,,
PZA,1,,Chocolatines 42g Gamesa,13,13
Ticket,,23/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,23/02/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,23/02/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
,,,,,
Ticket,,23/02/2024,,,
PZA,1,,Bombon Individual,1,1
Ticket,,23/02/2024,,,
PZA,1,,Horchata Flor De Tabasco 1 lt,42,42
Ticket,,23/02/2024,,,
PZA,1,,Horchata Flor De Tabasco 1 lt,42,42
Ticket,,23/02/2024,,,
PZA,1,,Big Mix Inglesa Limon 75g,16,16
Ticket,,23/02/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,23/02/2024,,,
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,23/02/2024,,,
PZA,2,,Tabcin 500 Rojo Contra La Gripe,5,10
Ticket,,23/02/2024,,,
PZA,2,,Copias Tamaño Carta (hojas Blancas Individual),1.5,3
Ticket,,23/02/2024,,,
PZA,1,,Coca Cola 400ml,14,14
Ticket,,23/02/2024,,,
PZA,2,,Servicio Domicilio,5,10
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
Ticket,,23/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,1,,Yomi Lala Fresa 190ml,11,11
PZA,1,,Gansito Black 50g,17,17
Ticket,,23/02/2024,,,
PZA,1,,Nutrileche 1pza,20,20
Ticket,,23/02/2024,,,
PZA,0.32,,Queso De Hebra,125,40
Ticket,,23/02/2024,,,
PZA,1,,Fanta Uva 3lt,38,38
Ticket,,23/02/2024,,,
PZA,1,,DESCARGA CURP,10,10
Ticket,,23/02/2024,,,
PZA,1,,Mantequilla Primavera Barra,22,22
Ticket,,23/02/2024,,,
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
,,,,,
Ticket,,23/02/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,23/02/2024,,,
PZA,1,,Naturella Nocturna Alas 8pz,23,23
Ticket,,23/02/2024,,,
PZA,1,,Pan Bimbo blanco Chico 360gr,37,37
Ticket,,23/02/2024,,,
PZA,1,,HUEVO CRIO CONO 30PZ,64,64
Ticket,,23/02/2024,,,
PZA,0.46,,Queso Fresco,108,50
Ticket,,23/02/2024,,,
PZA,6,,Envios De Recargas,1,6
PZA,350,,RECARGAS XTREME (MULTICEL-MINISUPER),1,350
Ticket,,23/02/2024,,,
PZA,2,,Prestobarba Guillette Ultragrip 2Hj,15,30
Ticket,,23/02/2024,,,
PZA,1,,Marianitas De Coco 185gr,13,13
PZA,0.23,,Queso Fresco,108,25
Ticket,,23/02/2024,,,
PZA,1,,Fritos Sal Y Limon 60g,15,15
PZA,1,,CIGARRO MARLBORO ROJO LARGO PAQ 20PZ,81,81
PZA,1,,Amper Power Blue 473ml,18,18
Ticket,,23/02/2024,,,
PZA,1,,Electrolit Coco 625ml,27,27
Ticket,,23/02/2024,,,
PZA,0.12,,Queso De Hebra,125,15
Ticket,,23/02/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
Ticket,,23/02/2024,,,
PZA,0.28,,Queso Fresco,108,30
PZA,1,,Bubbaloo Paleta Xtreme Fresa 1Pz,5,5
PZA,1,,Bubbaloo Paleta Xtreme Mora 1Pz,5,5
PZA,1,,Sidral mundet fresa kiwi 2 lts,30,30
Ticket,,23/02/2024,,,
PZA,2,,Cheetos Torcido Naranja 52g,14,28
PZA,1,,Barrita Piña Mas Grande,17,17
Ticket,,23/02/2024,,,
PZA,1,,Yomi Chocolate 190ml,11,11
,,,,,
Ticket,,23/02/2024,,,
PZA,2,,Saladita 186GM,20,40
Ticket,,23/02/2024,,,
PZA,1,,Fruts Gamesa 130gr 100714,24.05,24.05
Ticket,,23/02/2024,,,
PZA,1,,Electrolit Naranja 625ml,27,27
Ticket,,23/02/2024,,,
PZA,565,,ICSI Recargas Xtreme,1,565
PZA,10,,Envios De Recargas,1,10
Ticket,,23/02/2024,,,
PZA,1,,Quaker Avena Con Frutos Rojo  60g,16,16
Ticket,,23/02/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,23/02/2024,,,
PZA,1,,VASO PLASTICO JAGUAR #8 PAQ 50PZ,31,31
PZA,1,,Coca Jumbo 3lts 4745,50,50
Ticket,,23/02/2024,,,
PZA,4,,Vaso Individual del #8 1pza,1,4
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,23/02/2024,,,
PZA,1,,Bolsa individual Naylo Gde 1pz,3,3
PZA,6,,Yoghurt Yoplait Fresa 220g 9140,10.5,63
PZA,1,,Jamon Rebanado Suly 1kg,63,63
PZA,6,,Yomi Chocolate 190ml,8,48
PZA,6,,Yomi Lala Fresa 190ml,8,48
PZA,1,,QUESO CREMA 1 BARRA,53,53
PZA,2,,Queso De Hebra,123,246
Ticket,,23/02/2024,,,
PZA,1,,Sedalmerck Max Par,11,11
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,23/02/2024,,,
PZA,1,,Cheetos Bolita Hornedo 42g,14,14
Ticket,,23/02/2024,,,
PZA,1,,Paketaxo Mezcladito Ch 70gr,18,18
Ticket,,23/02/2024,,,
PZA,1,,WAVES FUEGO 75g,20,20
Ticket,,23/02/2024,,,
PZA,1,,Clorets Plus 4pastillas,3,3
,,,,,
PZA,1,,Pop Queso Cheddar 45g,15,15
Ticket,,23/02/2024,,,
PZA,1,,Pan Molido Bimbo Clasico 210g,28,28
PZA,0.16,,Queso De Hebra,125,20
Ticket,,23/02/2024,,,
PZA,1,,Chocomilk Sobre 160g,27,27
Ticket,,23/02/2024,,,
PZA,4,,Bombon Individual,1,4
Ticket,,23/02/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,23/02/2024,,,
PZA,1,,Ruffles Mega Crunch Salsa Rojo 55gr,17,17
PZA,1,,Principe Chocolate +2,22,22
PZA,1,,Predator energy 473ml,18,18
Ticket,,23/02/2024,,,
PZA,1,,Elite Higienico Mediano 300 Hjs,25,25
PZA,1,,HUEVO CRIO 1/2 CONO,32,32
PZA,0.24,,Queso De Hebra,125,30
Ticket,,23/02/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
PZA,2,,Servicio Domicilio,5,10
PZA,1,,PEPSI 3LTS PAQ 8PZ,250,250
Ticket,,23/02/2024,,,
PZA,1,,Amper Predator 473ml,18,18
PZA,1,,Monster Energy 473ml,35,35
Ticket,,23/02/2024,,,
PZA,2,,Queso Crema La Escondida 250g,17,34
Ticket,,23/02/2024,,,
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,23/02/2024,,,
PZA,1,,Doritos Flamin Hot 62gm,17,17
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,23/02/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,1,,Ruffles Mega Crunch Jalapeño 50g,17,17
Ticket,,23/02/2024,,,
PZA,1,,Doritos Flamin Hot 62gm,17,17
,,,,,
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,23/02/2024,,,
PZA,0.12,,Queso De Hebra,125,15
Ticket,,23/02/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,23/02/2024,,,
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,23/02/2024,,,
PZA,1,,Whiska Brochetas con Res 85g,14,14
PZA,1,,Whiskas Parrillada Mixta,13,13
Ticket,,23/02/2024,,,
PZA,2,,Epura 1.5 lt,17,34
Ticket,,23/02/2024,,,
PZA,1,,Resistol Adhesivo Barra Bully 11g,13,13
Ticket,,23/02/2024,,,
PZA,1,,Barrita Piña Mas Grande,17,17
Ticket,,23/02/2024,,,
PZA,1,,Patrona 1 Litro,48,48
PZA,1,,Queso De Hebra,123,123
Ticket,,23/02/2024,,,
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,23/02/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,997.5
Ticket,,23/02/2024,,,
PZA,1,,Amper Energy 473ml,18,18
Ticket,,23/02/2024,,,
PZA,1,,Bolsa individual Naylo Gde 1pz,3,3
PZA,1,,Dorito Dinamita flamin Hot 70gr,17,17
PZA,1,,Cheetos Torcido Naranja 52g,14,14
PZA,1,,Runners Fuego 62g,12,12
PZA,1,,Nutrileche 1pza,20,20
Ticket,,23/02/2024,,,
PZA,1,,Chipotles Barcel MasProducto 65gr,16,16
PZA,1,,Big Mix 75g,16,16
Ticket,,23/02/2024,,,
PZA,1,,Salsa Valentina 370g,19,19
Ticket,,23/02/2024,,,
PZA,1,,Valle Frut Citrus 2 Litros 330461,30,30
,,,,,
PZA,1,,Queso Fresco,107,107
Ticket,,23/02/2024,,,
PZA,1,,Mediacrema Lala 480ml,26,26
Ticket,,23/02/2024,,,
PZA,1,,H24 Domestico Accion Inmediata 426ml,75,75
Ticket,,23/02/2024,,,
PZA,1,,Doritos Flamin Hot 62gm,17,17
Ticket,,23/02/2024,,,
PZA,1,,Sabritas Sal Original 45g,17,17
PZA,1,,Electrolit Fresa 625 Ml,27,27
PZA,1,,Electrolit Coco 625ml,27,27
Ticket,,23/02/2024,,,
PZA,1,,Sabritas Adobadas 42gm,17,17
PZA,1,,Sabritas Flamin Hot 45gm,17,17
Ticket,,23/02/2024,,,
PZA,1,,Raid Casa Y Jardin 400ml,78,78
